web-scraper-order,web-scraper-start-url,team_list,team_list-href,player_list,player_list-href,Name,Birth,Amplua,Height,Photo-src,Sport-achievements-src,Weight,team-name
"1585688664-911","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Віктор Грудін","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2101/Itemid,4259/","Віктор Грудін","30. 08. 1995 (24)","Нападаючий","187 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/Aviator/Grudin.jpg","","79 kg","Команда  ТНТ"
"1585688714-933","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12438/Itemid,4259/","Дмитро Євтушенко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2097/Itemid,4259/","Дмитро Євтушенко","26. 03. 1994 (25)","Блокуючий","195 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/NAU/Evtushenko.jpg","","86 kg","Команда  Прорив"
"1585688623-893","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Олександр Панчук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1311/Itemid,4259/","Олександр Панчук","15. 02. 1993 (26)","Нападаючий","189 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/Panchuk.jpg","","null","Команда  Укрспецтехніка"
"1585688683-919","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Андрій Сухенко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,4234/Itemid,4259/","Андрій Сухенко","01. 05. 1996 (23)","Блокуючий","199 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Suhih.jpg","","null","Команда  Райдужний"
"1585688677-916","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Назар Чумак","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1261/Itemid,4259/","Назар Чумак","17. 03. 1994 (25)","Зв`язуючий","184 cm","https://ukv.org.ua/images/stories/Classic/2013-2014/Teams/Chumak.jpg","","70 kg","Команда  Райдужний"
"1585688615-889","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Євген Ваценко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,82/Itemid,4259/","Євген Ваценко","05. 03. 1982 (37)","Блокуючий","194 cm","https://ukv.org.ua/images/stories/2010-2011/man/1divizion/USTS/vacenko.JPG","https://ukv.org.ua/images/joomleague/flags/jp.png","85 kg","Команда  Укрспецтехніка"
"1585688681-918","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Аркадий Мельник","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,458/Itemid,4259/","Аркадий Мельник","09. 04. 1988 (31)","Блокуючий","191 cm","https://ukv.org.ua/images/stories/2010-2011/man/3divizion/Svyazist/Melnik_ark.jpg","","86 kg","Команда  Райдужний"
"1585688697-926","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Павло Савчук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1016/Itemid,4259/","Павло Савчук","12. 07. 1997 (22)","Нападаючий","202 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/NMU/Savchuk.jpg","","94 kg","Команда  Райдужний"
"1585688741-945","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12432/Itemid,4259/","Сергій Павлюков","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,133/Itemid,4259/","Сергій Павлюков","08. 03. 1970 (49)","Блокуючий","182 cm","https://ukv.org.ua/images/stories/2010-2011/man/2divizion/Ukrgidroenergo/Pavlukov.jpg","","74 kg","Команда  ПІМ"
"1585688648-904","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12441/Itemid,4259/","Анатолій Козлов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,235/Itemid,4259/","Анатолій Козлов","30. 07. 1974 (45)","Діагональний","184 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/KozlovA.jpg","","78 kg","Команда  ТТ (3-й тайм)"
"1585688662-910","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Олександр Єременко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3619/Itemid,4259/","Олександр Єременко","28. 12. 1999 (19)","Нападаючий","180 cm","https://ukv.org.ua//images/stories/Classic/2017-2018/Teams/photo/Eremenko.jpg","","null","Команда  ТНТ"
"1585688685-920","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Віталій Шутий","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1167/Itemid,4259/","Віталій Шутий","06. 10. 1992 (26)","Блокуючий","192 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Shuty.jpg","","90 kg","Команда  Райдужний"
"1585688644-902","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12441/Itemid,4259/","Олександр Симоненко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,754/Itemid,4259/","Олександр Симоненко","16. 11. 1985 (33)","Нападаючий","179 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/SimonenkoA.jpg","","75 kg","Команда  ТТ (3-й тайм)"
"1585688621-892","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Іван Гойденко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3033/Itemid,4259/","Іван Гойденко","31. 10. 1989 (29)","Нападаючий","196 cm","https://ukv.org.ua//images/stories/Classic/2016-2017/teams/Sokol USTS/players/Goydenko_ivan.jpg","https://ukv.org.ua/images/joomleague/flags/at.png","105 kg","Команда  Укрспецтехніка"
"1585688646-903","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12441/Itemid,4259/","Сергій Фокін","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3038/Itemid,4259/","Сергій Фокін","24. 11. 1985 (33)","Нападаючий","190 cm","https://ukv.org.ua//images/stories/Classic/2016-2017/teams/Kiy97/players/Fokin_serg.jpg","","85 kg","Команда  ТТ (3-й тайм)"
"1585688687-921","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Дмитро Ларін","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1407/Itemid,4259/","Дмитро Ларін","01. 03. 1993 (26)","Нападаючий","190 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Larin.jpg","https://ukv.org.ua/images/joomleague/flags/jp.png","85 kg","Команда  Райдужний"
"1585688716-934","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12438/Itemid,4259/","Роман Потапов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1393/Itemid,4259/","Роман Потапов","26. 10. 1992 (26)","Блокуючий","193 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Potapov.jpg","","80 kg","Команда  Прорив"
"1585688625-894","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Олександр Рудь","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3051/Itemid,4259/","Олександр Рудь","22. 07. 1991 (28)","Нападаючий","187 cm","https://ukv.org.ua//images/stories/Classic/2016-2017/teams/Temp/players/rud_alex.jpg","","95 kg","Команда  Укрспецтехніка"
"1585688734-942","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12432/Itemid,4259/","Андрій Малов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,720/Itemid,4259/","Андрій Малов","22. 03. 1982 (37)","Ліберо","175 cm","https://ukv.org.ua//images/stories/Beach/2017/Team/foto/Malov.jpg","","77 kg","Команда  ПІМ"
"1585688695-925","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Олексій Колодочка","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2466/Itemid,4259/","Олексій Колодочка","16. 04. 1995 (24)","Нападаючий","184 cm","https://ukv.org.ua//images/stories/Classic/2015-2016/RaduzhnyM/korobochka.JPG","","75 kg","Команда  Райдужний"
"1585688786-965","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12437/Itemid,4259/","Сергій Гузь","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,830/Itemid,4259/","Сергій Гузь","13. 10. 1988 (30)","Блокуючий","196 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/NASOA/guz_serg.jpg","","null","Команда  НАСОА"
"1585688773-960","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12423/Itemid,4259/","Юрій Савчук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3965/Itemid,4259/","Юрій Савчук","30. 04. 2001 (18)","Нападаючий","188 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/SavchukY.jpg","","null","Команда  НУБіП"
"1585688608-886","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Артем Оборський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,576/Itemid,4259/","Артем Оборський","19. 03. 1983 (36)","Зв`язуючий","178 cm","https://ukv.org.ua/images/stories/2010-2011/man/1divizion/Neftegaz/Oborsky.jpg","","75 kg","Команда  Укрспецтехніка"
"1585688617-890","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Роман Мовчан","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3230/Itemid,4259/","Роман Мовчан","27. 01. 1991 (28)","Блокуючий","194 cm","https://ukv.org.ua//images/stories/Classic/2016-2017/teams/Patriot/players/MovchanRoman.jpg","","null","Команда  Укрспецтехніка"
"1585688751-950","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12432/Itemid,4259/","Дмитро Пархоменко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,3750/Itemid,4259/","Дмитро Пархоменко","24. 09. 1984 (35)","Нападаючий","185 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/Parhomenko.jpg","","null","Команда  ПІМ"
"1585688784-964","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12437/Itemid,4259/","Артем Долгов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,274/Itemid,4259/","Артем Долгов","07. 01. 1971 (48)","Зв`язуючий","183 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/NASOA/dolgov.jpg","","null","Команда  НАСОА"
"1585688606-885","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Сергій Костик","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,47/Itemid,4259/","Сергій Костик","26. 11. 1986 (32)","Ліберо","180 cm","https://ukv.org.ua/images/stories/2010-2011/man/1divizion/KPI/kostik.jpg","","71 kg","Команда  Укрспецтехніка"
"1585688656-907","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Станіслав Близнюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1328/Itemid,4259/","Станіслав Близнюк","09. 07. 1991 (28)","Блокуючий","195 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Blyznyuk.jpg","","95 kg","Команда  ТНТ"
"1585688675-915","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Олексій Жабський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,696/Itemid,4259/","Олексій Жабський","18. 04. 1973 (46)","Зв`язуючий","180 cm","https://ukv.org.ua/images/stories/2011-2012/man/3divizion/Astron/Zhabsky.jpg","","90 kg","Команда  Райдужний"
"1585688631-896","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12441/Itemid,4259/","Олег Лебедін","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,244/Itemid,4259/","Олег Лебедін","06. 11. 1987 (31)","Зв`язуючий","183 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Lebedin.jpg","","80 kg","Команда  ТТ (3-й тайм)"
"1585688761-954","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12423/Itemid,4259/","Володимир Цимбалістий","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2580/Itemid,4259/","Володимир Цимбалістий","04. 01. 1998 (21)","Зв`язуючий","185 cm","https://ukv.org.ua//images/stories/Classic/2015-2016/Nubip/Cimbalisty.jpg","","80 kg","Команда  НУБіП"
"1585688619-891","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12442/Itemid,4259/","Максим Андрющенко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2116/Itemid,4259/","Максим Андрющенко","01. 04. 1970 (49)","Нападаючий","190 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/Sokol/Andruschenko.jpg","","110 kg","Команда  Укрспецтехніка"
"1585688689-922","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12439/Itemid,4259/","Юрій Хомут","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,4380/Itemid,4259/","Юрій Хомут","09. 05. 1991 (28)","Нападаючий","187 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Homut.jpg","","null","Команда  Райдужний"
"1585688642-901","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12441/Itemid,4259/","Руслан Богомаз","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,478/Itemid,4259/","Руслан Богомаз","25. 09. 1988 (31)","Нападаючий","187 cm","https://ukv.org.ua/images/stories/2011-2012/man/3divizion/KA/10-bogomaz.jpg","","80 kg","Команда  ТТ (3-й тайм)"
"1585688670-914","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Сергій Лінивий","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1917/Itemid,4259/","Сергій Лінивий","04. 04. 1989 (30)","Діагональний","195 cm","https://ukv.org.ua//images/stories/Classic/2015-2016/TNT/Lenyvy.jpg","","89 kg","Команда  ТНТ"
"1585688703-928","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12438/Itemid,4259/","Філіп Хмельов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,1412/Itemid,4259/","Філіп Хмельов","27. 11. 1994 (24)","Ліберо","189 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Hmelev.jpg","https://ukv.org.ua/images/joomleague/flags/at.png","78 kg","Команда  Прорив"
"1585688720-936","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12438/Itemid,4259/","Андрiй Федорченко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,2129/Itemid,4259/","Андрiй Федорченко","31. 07. 1988 (31)","Блокуючий","180 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/Oreanda/Fedorchenko.jpg","","80 kg","Команда  Прорив"
"1585688658-908","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Віталій Демчук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,4256/Itemid,4259/","Віталій Демчук","25. 05. 1984 (35)","Блокуючий","193 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Dem4uk.jpg","","null","Команда  ТНТ"
"1585688666-912","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=402&Itemid=4259","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,402/ttid,12440/Itemid,4259/","Роман Рєзніков","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,402/pid,4257/Itemid,4259/","Роман Рєзніков","27. 11. 1990 (28)","Нападаючий","194 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Reznikow.jpg","","null","Команда  ТНТ"
