web-scraper-order,web-scraper-start-url,team_list,team_list-href,player_list,player_list-href,Name,Birth,Amplua,Height,Photo-src,Sport-achievements-src,Weight,team-name
"1585688265-815","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12456/Itemid,4257/","Костянтин Жилінський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3998/Itemid,4257/","Костянтин Жилінський","07. 11. 1982 (35)","Блокуючий","202 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/Zhilinsky.jpg","","null","Команда  Коло друзів"
"1585688365-860","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12461/Itemid,4257/","Антон Котеленець","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4272/Itemid,4257/","Антон Котеленець","12. 09. 2000 (18)","Ліберо","185 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Kotelenez.jpg","","null","Команда  Вектор"
"1585688243-806","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12457/Itemid,4257/","Дмитро Крачок","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,2619/Itemid,4257/","Дмитро Крачок","10. 07. 1986 (32)","Нападаючий","180 cm","https://ukv.org.ua//images/stories/Classic/2015-2016/LM/krachok.jpg","","80 kg","Команда  Літаючий м`яч"
"1585688357-857","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12460/Itemid,4257/","Мартін Грицюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4132/Itemid,4257/","Мартін Грицюк","14. 05. 2004 (14)","Нападаючий","186 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Gryzuk.jpg","","null","Команда  ККЛП-Метеор"
"1585688289-826","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12454/Itemid,4257/","Денис Джуга","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3901/Itemid,4257/","Денис Джуга","10. 06. 2003 (15)","Блокуючий","195 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Dguga.jpg","","null","Команда  КСЛІ"
"1585688275-820","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12456/Itemid,4257/","Євген Козачківський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3023/Itemid,4257/","Євген Козачківський","26. 12. 1996 (21)","Нападаючий","185 cm","https://ukv.org.ua//images/stories/Classic/2016-2017/teams/Nubip2/players/Kozackivs_evg.jpg","","88 kg","Команда  Коло друзів"
"1585688412-881","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Дмитро Столяров","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,1825/Itemid,4257/","Дмитро Столяров","20. 03. 1994 (24)","Нападаючий","190 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Stojanow.jpg","","81 kg","Команда  Ірпінь"
"1585688210-791","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12458/Itemid,4257/","Володимир Дробот","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,1769/Itemid,4257/","Володимир Дробот","18. 06. 1985 (33)","Блокуючий","189 cm","https://ukv.org.ua/images/stories/Classic/2013-2014/Teams/Storm/drobot.JPG","","85 kg","Команда  Сахалін 2"
"1585688207-790","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12458/Itemid,4257/","Юрій Артібякін","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,413/Itemid,4257/","Юрій Артібякін","28. 04. 1974 (44)","Блокуючий","185 cm","https://ukv.org.ua/images/stories/2010-2011/man/3divizion/Sahalin2/Artibyakin.JPG","","80 kg","Команда  Сахалін 2"
"1585688302-832","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12454/Itemid,4257/","Микита Мацера","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3897/Itemid,4257/","Микита Мацера","09. 04. 2003 (15)","Діагональний","184 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Mazera.jpg","","null","Команда  КСЛІ"
"1585688363-859","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12461/Itemid,4257/","Максим Ніколіс","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4361/Itemid,4257/","Максим Ніколіс","05. 03. 2001 (17)","Ліберо","182 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Nicolis.jpg","","null","Команда  Вектор"
"1585688416-883","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Станіслав Тарасюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3410/Itemid,4257/","Станіслав Тарасюк","09. 09. 1998 (20)","Діагональний","183 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Tarasyuk.jpg","","null","Команда  Ірпінь"
"1585688380-867","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12461/Itemid,4257/","Назар Домбровський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4276/Itemid,4257/","Назар Домбровський","10. 12. 1999 (18)","Нападаючий","183 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Dombrovskyi.jpg","","null","Команда  Вектор"
"1585688295-829","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12454/Itemid,4257/","Станіслав Степаненко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3867/Itemid,4257/","Станіслав Степаненко","12. 06. 2003 (15)","Нападаючий","184 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/StepanenkoS.jpg","","null","Команда  КСЛІ"
"1585688181-778","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12453/Itemid,4257/","Дмитро Байдачний","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,480/Itemid,4257/","Дмитро Байдачний","07. 03. 1986 (32)","Блокуючий","196 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/TS/Baydachniy.JPG","https://ukv.org.ua/images/joomleague/flags/az.png","80 kg","Команда  ТС"
"1585688324-842","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12512/Itemid,4257/","Овез Гулієв","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3495/Itemid,4257/","Овез Гулієв","31. 12. 1995 (22)","Нападаючий","188 cm","https://ukv.org.ua//images/stories/Classic/2017-2018/Teams/photo/KNU_M/Gulliev.jpg","","null","Команда  КНУ ім. Т.Г. Шевченко"
"1585688332-845","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12460/Itemid,4257/","Сергій Тарасов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,369/Itemid,4257/","Сергій Тарасов","29. 11. 1984 (33)","Ліберо","188 cm","https://ukv.org.ua//images/stories/Beach/2019/Players/Tarasov.jpg","https://ukv.org.ua/images/joomleague/flags/ca.png","85 kg","Команда  ККЛП-Метеор"
"1585688408-879","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Михайло Зелененький","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,711/Itemid,4257/","Михайло Зелененький","18. 11. 1988 (29)","Нападаючий","185 cm","https://ukv.org.ua//images/stories/Classic/2019-2020/Zelenskyi.jpg","","82 kg","Команда  Ірпінь"
"1585688262-814","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12456/Itemid,4257/","Владислав Ковальчук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3587/Itemid,4257/","Владислав Ковальчук","04. 05. 1990 (28)","Блокуючий","190 cm","https://ukv.org.ua//images/stories/Classic/2017-2018/Teams/photo/UKRPATENT/Kovalchuk_UKR.jpg","","null","Команда  Коло друзів"
"1585688237-803","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12457/Itemid,4257/","Андрій Чернов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,463/Itemid,4257/","Андрій Чернов","26. 03. 1982 (36)","Блокуючий","187 cm","https://ukv.org.ua/images/stories/2010-2011/man/3divizion/Dandi/Chernov.JPG","","72 kg","Команда  Літаючий м`яч"
"1585688267-816","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12456/Itemid,4257/","Сергій Коршак","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,731/Itemid,4257/","Сергій Коршак","25. 05. 1993 (25)","Блокуючий","190 cm","https://ukv.org.ua/images/stories/2010-2011/beach/Korshak.png","","80 kg","Команда  Коло друзів"
"1585688410-880","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Віталій Павлюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,2302/Itemid,4257/","Віталій Павлюк","26. 11. 1984 (33)","Нападаючий","178 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Pavlyuk.jpg","","null","Команда  Ірпінь"
"1585688347-852","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12460/Itemid,4257/","Данило Ганзюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3801/Itemid,4257/","Данило Ганзюк","28. 02. 2002 (16)","Нападаючий","183 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/Ganzyuk.jpg","","null","Команда  ККЛП-Метеор"
"1585688231-800","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12457/Itemid,4257/","Євген Єгоров","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,2/Itemid,4257/","Євген Єгоров","15. 10. 1980 (37)","Зв`язуючий","176 cm","https://ukv.org.ua/images/stories/team/2010-2011/lm/el Capitan.jpg","","70 kg","Команда  Літаючий м`яч"
"1585688322-841","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12512/Itemid,4257/","Олексій Перегончук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,1948/Itemid,4257/","Олексій Перегончук","10. 11. 1999 (18)","Нападаючий","198 cm","https://ukv.org.ua//images/stories/Beach/2014/Man/Teams/Peregonchuk.JPG","https://ukv.org.ua/images/joomleague/flags/as.png","80 kg","Команда  КНУ ім. Т.Г. Шевченко"
"1585688341-849","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12460/Itemid,4257/","Едуард Локотьков","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3594/Itemid,4257/","Едуард Локотьков","13. 06. 2000 (18)","Блокуючий","194 cm","https://ukv.org.ua//images/stories/Classic/2017-2018/Teams/photo/Lokotkov.jpg","","null","Команда  ККЛП-Метеор"
"1585688154-766","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12459/Itemid,4257/","Костянтин  Дорохтей","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,2490/Itemid,4257/","Костянтин  Дорохтей","16. 02. 1996 (22)","Зв`язуючий","175 cm","https://ukv.org.ua//images/stories/Classic/2015-2016/Mir/dorohtey.jpg","","75 kg","Команда  Факел"
"1585688160-769","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12459/Itemid,4257/","Іван Кубрак","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,6/Itemid,4257/","Іван Кубрак","12. 05. 1986 (32)","Блокуючий","188 cm","https://ukv.org.ua/images/stories/Classic/2013-2014/Teams/Kubrak.jpg","","85 kg","Команда  Факел"
"1585688205-789","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12458/Itemid,4257/","Антон Ковальов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,2169/Itemid,4257/","Антон Ковальов","27. 05. 1987 (31)","Зв`язуючий","197 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/Sahalin/Kovalev.jpg","","null","Команда  Сахалін 2"
"1585688308-834","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12512/Itemid,4257/","Андрій Гусак","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3057/Itemid,4257/","Андрій Гусак","16. 06. 2001 (17)","Ліберо","175 cm","https://ukv.org.ua//images/stories/Classic/2017-2018/Teams/photo/KNU_M/Gusak.jpg","","67 kg","Команда  КНУ ім. Т.Г. Шевченко"
"1585688326-843","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12512/Itemid,4257/","Родіон Богомол","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3959/Itemid,4257/","Родіон Богомол","02. 04. 1997 (21)","Нападаючий","192 cm","https://ukv.org.ua//images/stories/Classic/2018-2019/Bogomol.png","","null","Команда  КНУ ім. Т.Г. Шевченко"
"1585688394-873","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Михайло Федосеєв","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3259/Itemid,4257/","Михайло Федосеєв","28. 06. 2002 (16)","Зв`язуючий","189 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Fedoseev.jpg","","69 kg","Команда  Ірпінь"
"1585688314-837","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12512/Itemid,4257/","Андрій Хаванов","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3958/Itemid,4257/","Андрій Хаванов","29. 12. 2001 (16)","Блокуючий","197 cm","https://ukv.org.ua//images/stories/Classic/2019-2020/Havanow.jpg","","null","Команда  КНУ ім. Т.Г. Шевченко"
"1585688304-833","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12454/Itemid,4257/","Ігор Горяєв","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3902/Itemid,4257/","Ігор Горяєв","04. 02. 2003 (15)","Діагональний","194 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Gorjaev.jpg","","null","Команда  КСЛІ"
"1585688193-784","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12453/Itemid,4257/","Дмитро Севернюк","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,1401/Itemid,4257/","Дмитро Севернюк","30. 10. 1990 (27)","Нападаючий","185 cm","https://ukv.org.ua//images/stories/Classic/2012-2013/Man/Severnyuk.jpg","","81 kg","Команда  ТС"
"1585688400-876","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Роман Лещенко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,1316/Itemid,4257/","Роман Лещенко","03. 12. 1993 (24)","Блокуючий","196 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Leshchenko.jpg","https://ukv.org.ua/images/joomleague/flags/at.png","95 kg","Команда  Ірпінь"
"1585688241-805","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12457/Itemid,4257/","Олександр Клітченко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,888/Itemid,4257/","Олександр Клітченко","15. 10. 1980 (37)","Нападаючий","186 cm","https://ukv.org.ua/images/stories/2011-2012/man/3divizion/5Element/Klitchenko.jpeg","","null","Команда  Літаючий м`яч"
"1585688402-877","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Богдан Старченко","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3408/Itemid,4257/","Богдан Старченко","18. 09. 1999 (19)","Блокуючий","196 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Starchenko.jpg","","null","Команда  Ірпінь"
"1585688390-871","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12455/Itemid,4257/","Ігор Грабовський","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,3409/Itemid,4257/","Ігор Грабовський","08. 04. 2001 (17)","Ліберо","182 cm","https://ukv.org.ua//images/stories/Classic/2019-2020/Grabovskyi.jpg","","null","Команда  Ірпінь"
"1585688374-864","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12461/Itemid,4257/","Віктор Мельничук","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4273/Itemid,4257/","Віктор Мельничук","13. 02. 1999 (19)","Блокуючий","183 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Melny4ek.jpg","","null","Команда  Вектор"
"1585688384-869","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12461/Itemid,4257/","Назар Георгіца","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,4278/Itemid,4257/","Назар Георгіца","07. 01. 2000 (18)","Діагональний","193 cm","https://ukv.org.ua/images/stories/Classic/2019-2020/Georgiza.jpg","","null","Команда  Вектор"
"1585688235-802","https://ukv.org.ua/index.php?option=com_joomleague&func=showResultsRank&layout=bydiv&p=401&Itemid=4257","","https://ukv.org.ua/component/option,com_joomleague/func,showPlayers/p,401/ttid,12457/Itemid,4257/","Юрій Дмитраш","https://ukv.org.ua/component/option,com_joomleague/func,showPlayer/p,401/pid,467/Itemid,4257/","Юрій Дмитраш","25. 09. 1989 (29)","Блокуючий","179 cm","https://ukv.org.ua//images/stories/Classic/2014-2015/Teams/Ermitazh/Dmitrash.jpg","https://ukv.org.ua/images/joomleague/flags/jp.png","65 kg","Команда  Літаючий м`яч"
